id,symbol,name,country_origin,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
usd-coin,usdc,USD Coin,US,Sin Dato,44.44,55.56,109752,6,28,53.898,63.076,9.747,87.41,0.033,0.999852,1.17,0.877647,25981410697,25981418043,4160682029,1.004,0.996666,-0.000323250160773392,25986062250.4842,Sin Dato,25986054902.5883
