id,symbol,name,country_origin,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
solana,sol,Solana,,Sin Dato,59.04,40.96,553587,10,4,65.857,89.605,50.646,74.593,0.104,21.11,259.96,0.500801,8603592673,11723451166,337330612,21.6,20.72,-0.3864976845262227,555464221.439114,Sin Dato,407643435.186996
