id,symbol,name,country_origin,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
bitcoin,btc,Bitcoin,,2009-01-03,64.24,35.76,1331252,1,1,83.151,99.241,83.341,100.011,0.073,26044,69045,67.81,506905196086,546895131692,12295603394,26206,25874,-48.2819583334458,21000000.0,21000000.0,19464443.0
