Fecha,Precio,Cap_de_mercado,24h_Volumen,Volatilidad_a_30_dias
18-01-07,19.343,1915189105.760,232388598.329,1.058
18-01-08,19.213,1902371869.528,273476574.631,1.055
18-01-09,18.979,1879169097.256,178346673.324,1.059
18-01-10,18.074,1789590223.199,111566126.366,1.062
18-01-11,22.110,2189206234.412,360581509.318,1.070
18-01-12,23.915,2367912064.875,368308961.064,1.069
18-01-13,23.565,2333263356.779,153724664.566,1.058
18-01-14,21.994,2177705027.955,108699094.918,1.064
18-01-15,20.776,2057155522.367,220841071.035,1.049
18-01-16,14.272,1413107013.588,358680719.711,1.108
18-01-17,14.589,1444495360.381,268378075.292,1.109
18-01-18,14.773,1462762531.476,182883599.969,1.098
18-01-19,15.379,1522732952.232,114370659.870,1.098
18-01-20,16.822,1665658318.708,134928573.533,1.074
18-01-21,14.402,1425964553.676,122467851.507,1.091
18-01-22,13.183,1305341980.589,110416823.793,1.099
18-01-23,13.165,1303567211.988,70851044.182,1.085
18-01-24,13.556,1342196586.052,82190454.439,1.016
18-01-25,13.241,1311070407.428,87328527.671,1.014
18-01-26,13.076,1294730529.483,94845524.662,1.012
18-01-27,13.338,1320653674.912,84817990.416,1.006
18-01-28,13.509,1337612314.230,75486161.263,1.000
18-01-29,12.714,1258893895.278,55379925.982,1.001
18-01-30,12.730,1260494550.540,54516384.925,0.999
18-01-31,11.197,1108659359.809,42972024.767,1.010
18-02-01,11.061,1095182397.972,36333499.300,1.008
18-02-02,9.326,923399330.381,50159867.816,1.022
18-02-03,9.741,964458672.321,76681839.671,0.733
18-02-04,9.507,941362189.919,46646742.928,0.531
18-02-05,8.515,843131739.721,35961109.280,0.505
18-02-06,6.714,664732494.835,39275202.513,0.538
18-02-07,8.378,829521412.740,87039779.543,0.606
18-02-08,8.109,802950618.280,61403695.625,0.605
18-02-09,4.577,453207207.769,11587.672,0.684
18-02-10,9.747,965101118.854,60316581.158,1.355
18-02-11,9.275,918402614.643,65229742.991,1.355
18-02-12,8.831,874409264.658,56010524.462,1.355
18-02-13,9.279,918737354.819,39363124.173,1.355
18-02-14,8.923,883490763.981,32245744.198,1.317
18-02-15,10.398,1029525693.532,54447353.560,1.327
18-02-16,10.872,1076489477.875,89254053.913,1.328
18-02-17,10.911,1080320895.274,53412734.611,1.327
18-02-18,11.688,1157270605.907,62688786.244,1.326
18-02-19,10.797,1069091210.370,47228862.554,1.320
18-02-20,11.008,1089902373.689,41888656.597,1.316
18-02-21,10.392,1028970641.296,45938389.174,1.318
18-02-22,8.949,886046400.714,35189026.574,1.326
18-02-23,8.991,890234138.753,35718463.050,1.326
18-02-24,9.765,966872786.923,41131296.056,1.328
18-02-25,9.154,906379589.086,35574365.073,1.330
18-02-26,9.428,933460491.050,32280412.044,1.330
18-02-27,9.828,973098922.933,38588538.727,1.329
18-02-28,10.701,1059577325.448,79977644.383,1.331
18-03-01,10.447,1034409666.192,55203824.263,1.324
18-03-02,10.416,1031295680.569,56384054.424,1.324
18-03-03,10.262,1016049841.779,37265320.111,1.312
18-03-04,10.131,1003123077.429,30279416.368,1.312
18-03-05,10.109,1000958710.504,26631550.052,1.311
18-03-06,10.068,996857974.886,30465412.870,1.305
18-03-07,9.388,929577226.253,29147840.458,1.286
18-03-08,9.031,894207685.593,65002364.844,1.268
18-03-09,8.340,825736586.967,41046614.479,1.270
18-03-10,8.061,798194328.017,32369033.658,1.181
18-03-11,7.757,768018665.449,36291608.323,0.334
18-03-12,8.289,820718231.834,38875800.574,0.339
18-03-13,8.102,802214718.502,43400394.606,0.337
18-03-14,10.361,1025852449.523,201941778.267,0.436
18-03-15,8.972,888364962.729,111221454.176,0.456
18-03-16,9.125,903469795.667,85913410.620,0.425
18-03-17,9.321,922893022.901,83020085.545,0.422
18-03-18,9.190,909986584.758,80212949.578,0.423
18-03-19,8.962,887344850.340,77379871.992,0.416
18-03-20,8.854,876632715.113,72771669.669,0.410
18-03-21,9.162,907167557.809,74877017.072,0.411
18-03-22,10.031,993225814.463,105197718.481,0.419
18-03-23,10.090,999073037.640,97893022.543,0.393
18-03-24,11.707,1159180604.747,147337002.850,0.421
18-03-25,13.236,1310540636.207,236705492.499,0.432
18-03-26,12.748,1262196848.859,168402270.076,0.428
18-03-27,12.099,1197972550.641,119871884.176,0.432
18-03-28,11.483,1136956482.411,90495209.154,0.436
18-03-29,11.615,1150079372.406,79205168.219,0.428
18-03-30,10.210,1010960891.031,68924948.493,0.445
18-03-31,10.461,1035804124.800,67409065.393,0.446
18-04-01,11.116,1100591194.100,81370054.415,0.449
18-04-02,11.137,1294791444.409,80970643.727,0.449
18-04-03,12.681,1474305624.906,107585265.760,0.468
18-04-04,13.217,1536627713.330,124785245.052,0.468
18-04-05,12.263,1425673910.147,105609578.097,0.469
18-04-06,12.538,1457643944.518,92117585.723,0.466
18-04-07,12.304,1430523652.168,73449971.579,0.458
18-04-08,12.400,1441688284.877,71133704.516,0.455
18-04-09,12.060,1402171614.153,65272953.590,0.454
18-04-10,11.888,1382104338.030,66794341.404,0.452
18-04-11,12.023,1397797738.273,72542391.714,0.450
18-04-12,12.139,1411325536.007,75009092.879,0.360
18-04-13,12.800,1488140594.060,113951568.118,0.331
18-04-14,13.417,1559918298.362,127875331.931,0.333
18-04-15,13.087,1521467021.153,80258419.798,0.335
18-04-16,12.959,1477881975.916,94077376.455,0.335
18-04-17,12.185,1389548771.776,60497045.979,0.341
18-04-18,11.742,1339024391.701,56935242.699,0.343
18-04-19,12.218,1393358194.403,67094297.683,0.344
18-04-20,12.372,1410887345.757,60493856.272,0.333
18-04-21,12.302,1402948010.202,57935931.572,0.333
18-04-22,13.290,1515589268.108,115856304.745,0.304
18-04-23,12.853,1465746135.475,64990541.232,0.277
18-04-24,13.561,1546459517.572,111240576.581,0.280
18-04-25,15.241,1738153418.700,143003680.597,0.299
18-04-26,13.343,1521649762.952,117282813.390,0.322
18-04-27,14.577,1662410114.040,108207053.761,0.333
18-04-28,14.212,1620761417.863,80240016.216,0.307
18-04-29,15.042,1715394188.761,99627464.521,0.310
18-04-30,14.948,1704642241.494,75309588.991,0.307
