time,prices,market_cap,total_volumes
2017-10-18,0.03,696021404.3079604,2351678.122306208
2017-10-19,0.03,695622018.2559936,2815155.9695999967
2017-10-20,0.03,785580027.6424098,8883473.082062634
2017-10-21,0.03,741202123.8797704,5308856.917095766
2017-10-22,0.03,720669848.4724126,2901876.1220860113
2017-10-23,0.03,675273816.053428,3505126.543112243
2017-10-24,0.03,710852942.3615782,7822397.543947947
2017-10-25,0.03,707013105.4597949,2513886.637623913
2017-10-26,0.03,689437113.7144977,2369400.241402218
2017-10-27,0.03,687316826.4044167,2569633.7793355323
2017-10-28,0.03,673492286.1223357,1729975.2725138243
2017-10-29,0.03,735085222.7844126,4636164.255564146
2017-10-30,0.03,735950462.4388821,3794753.02010408
2017-10-31,0.03,784322281.6027644,7251416.950220154
2017-11-01,0.02,598812560.9812648,7901021.254424323
2017-11-02,0.02,552780115.686688,5955251.345757528
2017-11-03,0.02,590863052.9170463,3029089.7359041288
2017-11-04,0.02,565264037.9883977,2455852.8375674905
2017-11-05,0.02,571077843.8126849,2245833.516085977
2017-11-06,0.02,578266095.092228,4843621.340865689
2017-11-07,0.02,577877214.2109797,2527154.86620952
2017-11-08,0.03,651971147.3307619,6534368.134450486
2017-11-09,0.03,849617009.7707922,20628139.78678138
2017-11-10,0.03,707628644.4042084,6563683.784283738
2017-11-11,0.03,712956034.570149,5632137.891194862
2017-11-12,0.02,635774572.7517922,7550744.664248699
2017-11-13,0.03,651139900.5067863,4284485.972081597
2017-11-14,0.03,680023121.191746,3183479.97319462
2017-11-15,0.03,674481157.867525,6362414.67189926
2017-11-16,0.03,702786226.652537,4825255.352786
2017-11-17,0.03,671945487.478645,3514321.2781959
2017-11-18,0.03,687786073.938608,2984199.94886132
2017-11-19,0.03,718729791.325827,4652800.37716365
2017-11-20,0.03,777883050.122379,15546079.3945352
2017-11-21,0.03,741467951.324501,5910630.57601447
2017-11-22,0.03,744924903.206561,4912298.82371421
2017-11-23,0.03,724419632.811637,5222693.56006724
2017-11-24,0.03,739231013.334716,5653201.55570934
2017-11-25,0.03,793751757.583795,6199363.76514505
2017-11-26,0.04,999433438.691236,30963775.9962897
2017-11-27,0.05,1308514307.56615,81568060.7251049
2017-11-28,0.12,3130063311.79723,341785540.016436
2017-11-29,0.09,2401776731.97084,170782434.03361
2017-11-30,0.12,3216634513.08707,123583686.659491
2017-12-01,0.13,3392534112.11863,54354032.9357827
2017-12-02,0.14,3507674559.84146,42520482.6866604
2017-12-03,0.13,3420520703.41699,33634685.3082435
2017-12-04,0.14,3534332361.0504,73582496.3415025
2017-12-05,0.13,3403344673.62041,50109378.7410912
2017-12-06,0.13,3344540395.15708,71389916.560964
2017-12-07,0.11,2942716690.04155,63143994.7068038
2017-12-08,0.12,3105314029.77127,72541326.961392
2017-12-09,0.12,3164909210.30234,63562094.4422698
2017-12-10,0.11,2871505505.06286,44638620.0146595
2017-12-11,0.12,3115612115.86568,39074223.8449904
2017-12-12,0.13,3463179987.1099,62282284.1916909
2017-12-13,0.13,3483989039.4741,62897525.7246977
2017-12-14,0.22,5626468819.76509,237044480.930081
2017-12-15,0.22,5642622686.12803,213587305.957
2017-12-16,0.41,10583545519.8641,669971136.228786
2017-12-17,0.48,12330642063.9879,590821285.865066
2017-12-18,0.51,13142298925.0217,227825786.869163
2017-12-19,0.55,14203659365.4663,275998423.608346
2017-12-20,0.49,12763812409.1896,184667810.643851
2017-12-21,0.5,12909971958.0506,168394697.068554
2017-12-22,0.41,10749807285.5968,152919286.608756
2017-12-23,0.44,11313893784.0892,90412317.6401021
2017-12-24,0.41,10543065492.8002,69345060.1550332
2017-12-25,0.42,11010303256.014,125437694.646658
2017-12-26,0.45,11660878365.3454,97612771.3899792
2017-12-27,0.43,11163150600.8902,84684312.3121579
2017-12-28,0.43,11135816855.0912,86905712.0561081
2017-12-29,0.55,14138266037.1358,288839195.142621
2017-12-30,0.68,17593573142.3395,674814233.64492
2017-12-31,0.77,19902516520.1189,312335398.065627
2018-01-01,0.75,19371162465.4129,150103426.408784
2018-01-02,0.81,20934301068.7051,290148321.463177
2018-01-03,1.08,27882000207.037376,672172539.6566188
2018-01-04,1.18,30577013247.750748,587865819.6221813
2018-01-05,1.08,27944745852.34255,507435198.65038526
2018-01-06,1.09,28358515684.962,311308025.14994603
2018-01-07,1.05,27297411640.984287,231753940.09091622
2018-01-08,0.94,24420705964.95028,271755252.7481392
2018-01-09,0.87,22458068418.789967,214077772.7742139
2018-01-10,0.82,21167941691.567257,241226048.655068
2018-01-11,0.73,18860951569.23562,240846066.20804676
2018-01-12,0.96,24950362576.850266,400879519.0712368
2018-01-13,0.94,24317185758.156223,324020183.0705352
2018-01-14,0.84,21827729140.9422,164758594.71964398
2018-01-15,0.82,21322528449.849503,223039389.0742617
2018-01-16,0.64,16547116341.812134,182356185.24944827
2018-01-17,0.65,16841373613.692904,197027150.9364225
2018-01-18,0.67,17406297666.39785,147757610.9196817
2018-01-19,0.67,17260984826.57194,106464152.84363754
2018-01-20,0.73,19030494009.787533,109953899.26112777
2018-01-21,0.63,16308985081.69988,67487204.52579968
2018-01-22,0.58,15072732765.27117,68808151.80195066
2018-01-23,0.56,14644928136.54389,62623864.032755
2018-01-24,0.62,16201246474.65611,120247479.6672865
2018-01-25,0.64,16583948028.889128,113543205.04626423
2018-01-26,0.62,16090366555.84459,86436298.9524816
2018-01-27,0.63,16216442032.255064,45494958.251873404
2018-01-28,0.63,16348997933.466618,51114212.4658298
2018-01-29,0.59,15361030088.121367,54376792.26218041
2018-01-30,0.59,15243800575.340412,54034613.730166204
2018-01-31,0.5,13008040886.538809,60904687.425443225
2018-02-01,0.5,12949584182.16657,58966605.09924155
2018-02-02,0.41,10679880232.857233,86000222.89314842
2018-02-03,0.4,10368309335.206608,165611115.0587108
2018-02-04,0.45,11616435329.209091,138106828.2680116
2018-02-05,0.4,10242880678.661112,83335835.56425951
2018-02-06,0.31,8037693087.781534,69466413.88385011
2018-02-07,0.36,9333118561.777338,108155653.23330271
2018-02-08,0.33,8562541270.261039,58421560.15245855
2018-02-09,0.34,8876694440.63103,23763678.044436757
2018-02-10,0.38,9780883840.490557,58814949.31485622
2018-02-11,0.38,9967788470.048504,93596129.66884983
2018-02-12,0.36,9208198538.786581,32670730.6698983
2018-02-13,0.37,9642817703.442709,49329420.43797007
2018-02-14,0.35,9197821234.78999,50797813.49232494
2018-02-15,0.39,10001199718.785206,62947697.4322393
2018-02-16,0.39,10135162525.688318,53183519.86476815
2018-02-17,0.39,10131317515.171017,57409442.88684969
2018-02-18,0.41,10753391912.094913,78769451.8548117
2018-02-19,0.37,9562010500.488642,49090687.34698211
2018-02-20,0.37,9688038375.967485,47764084.92534232
2018-02-21,0.36,9234726032.628313,61634100.15150636
2018-02-22,0.32,8179586702.803375,38964450.40899637
2018-02-23,0.32,8227943261.568291,39605926.75760744
2018-02-24,0.33,8439110489.178212,47102348.274124004
2018-02-25,0.3,7851368481.2193575,30548017.68370288
2018-02-26,0.33,8609287739.963198,71917005.91648917
2018-02-27,0.33,8519393200.267969,59971698.44694244
2018-02-28,0.33,8558229137.487253,43595311.86369452
2018-03-01,0.31,7928659808.4275055,42777371.55424273
2018-03-02,0.3,7773696581.449849,69019786.03707635
2018-03-03,0.29,7555437035.662185,49647483.4040188
2018-03-04,0.29,7512107676.780925,50351067.00850581
2018-03-05,0.3,7676935261.594904,41440713.6573949
2018-03-06,0.3,7652999348.694283,75174582.89098623
2018-03-07,0.28,7216613807.962062,42013215.80208878
2018-03-08,0.24,6341032338.29802,60496864.483182766
2018-03-09,0.22,5593477586.097112,42272553.65150654
2018-03-10,0.21,5477088005.978487,49682507.70846075
2018-03-11,0.21,5315540005.62983,34399754.649275176
2018-03-12,0.22,5703813864.632639,32635606.518353745
2018-03-13,0.22,5821720867.547898,195011717.0893642
2018-03-14,0.22,5745183583.933478,104229952.93572284
2018-03-15,0.2,5192598889.0353775,146577842.11683223
2018-03-16,0.19,4857255772.470365,213685102.24859965
2018-03-17,0.18,4720487462.286379,103318371.34400854
2018-03-18,0.16,4097517382.940725,84174499.43206845
2018-03-19,0.16,4045986534.749374,206870346.72490233
2018-03-20,0.19,5046357646.364046,333093443.50647795
2018-03-21,0.2,5282805381.305196,259733129.07825553
2018-03-22,0.22,5597186818.920311,271312135.78441596
2018-03-23,0.2,5283296834.798735,209925461.77157533
2018-03-24,0.19,4907672061.541784,150987639.6481656
2018-03-25,0.19,4903246900.005553,138676434.73697916
2018-03-26,0.18,4792778941.808358,63276264.759483166
2018-03-27,0.17,4350695257.030703,122615730.54298866
2018-03-28,0.16,4036200883.1694,110269538.20591126
2018-03-29,0.16,4145808904.641328,63290185.10698185
2018-03-30,0.15,3791998051.5225577,107780151.34550273
2018-03-31,0.15,3804043139.5979557,124911837.8059389
2018-04-01,0.16,4032488129.163164,118207280.74721052
2018-04-02,0.15,3931704554.2837653,104945875.8067423
2018-04-03,0.16,4057668691.5807943,106347391.59841216
2018-04-04,0.17,4481807929.111985,164704238.6773934
2018-04-05,0.16,4036647887.1739626,160515627.58868685
2018-04-06,0.15,3893895204.5977845,118224971.95898001
2018-04-07,0.14,3743531502.0211625,52008384.42358814
2018-04-08,0.15,3840616285.4536366,50524949.52993911
2018-04-09,0.16,4050324764.3598213,52462507.8058501
2018-04-10,0.15,3972488225.928621,96981159.38350405
2018-04-11,0.16,4056513587.1202087,59572017.20180404
2018-04-12,0.17,4298990958.479379,99285298.20283522
2018-04-13,0.21,5518591199.44653,508525215.26455766
2018-04-14,0.2,5157735882.084197,229098350.79432327
2018-04-15,0.2,5173658186.642023,115064004.01824924
2018-04-16,0.22,5731318573.020033,172115119.08966485
2018-04-17,0.26,6642638169.188739,698342753.8536612
2018-04-18,0.24,6312273073.729124,534960843.527335
2018-04-19,0.26,6754457074.459333,186344034.70441836
2018-04-20,0.27,7065410441.847096,243857941.78765774
2018-04-21,0.29,7632379082.387709,325740024.75244725
2018-04-22,0.29,7555658704.320992,300403083.7770018
2018-04-23,0.28,7368675869.351509,162687316.44505146
2018-04-24,0.29,7456638794.912968,131169435.71201217
2018-04-25,0.31,8122583149.910371,371680030.0340335
2018-04-26,0.27,6995702373.248101,355475589.75443107
2018-04-27,0.29,7610584481.910591,231323098.7181208
2018-04-28,0.29,7500792228.995092,204407851.12413734
2018-04-29,0.36,9225455979.403679,675280301.4959607
2018-04-30,0.36,9412827551.489891,663808565.6062096
2018-05-01,0.34,8846201709.85237,306764418.34950644
2018-05-02,0.36,9238991409.668211,380935416.10300475
2018-05-03,0.37,9579131634.26301,272233287.7254925
2018-05-04,0.37,9643567357.665165,165672728.6186824
2018-05-05,0.36,9302169914.90149,177767683.04017678
2018-05-06,0.37,9471500874.054344,143983962.4963489
2018-05-07,0.35,9049361476.672163,154299592.84205535
2018-05-08,0.33,8666987502.581638,178306891.70142052
2018-05-09,0.32,8343796407.84273,85389551.73248023
2018-05-10,0.32,8192805380.361582,97252505.47965546
2018-05-11,0.3,7656151644.3963785,123637937.87470895
2018-05-12,0.26,6774253494.478348,350849593.74475926
2018-05-13,0.27,7031446020.6844845,266175944.38848418
2018-05-14,0.29,7404104812.280748,187036760.62811252
2018-05-15,0.27,7102579510.744984,164701733.27505264
2018-05-16,0.26,6719529327.023004,98957494.7707214
2018-05-17,0.26,6636408141.7095995,113660462.1292555
2018-05-18,0.24,6313695018.965212,84378691.16425724
2018-05-19,0.24,6281028100.204625,54721647.130516976
2018-05-20,0.24,6216828647.09907,43595675.7642828
2018-05-21,0.25,6596674053.501935,107667684.07001844
2018-05-22,0.25,6431501377.871701,87861811.37301709
2018-05-23,0.22,5819388790.113605,80490595.0391963
2018-05-24,0.2,5205091571.732241,83690006.16599889
2018-05-25,0.21,5395586518.183658,136489355.0720591
2018-05-26,0.2,5207912610.878786,85060735.5650126
2018-05-27,0.2,5092596631.127384,64213336.97658688
2018-05-28,0.19,5014921390.070732,62696530.77495711
2018-05-29,0.17,4532565751.368966,96436638.14291546
2018-05-30,0.2,5268861129.542903,195367772.22267976
2018-05-31,0.21,5496973632.287698,231891894.5694332
2018-06-01,0.22,5816888952.216082,210587950.4845777
2018-06-02,0.22,5756055059.088694,133880171.88784516
2018-06-03,0.23,5875301771.788253,119984983.16485873
2018-06-04,0.23,5870921805.939359,119438315.48920846
2018-06-05,0.21,5541067652.353646,118932865.68915962
2018-06-06,0.22,5686822945.012366,126118003.3137987
2018-06-07,0.22,5580744991.497369,87531548.7081063
2018-06-08,0.21,5424602929.721927,78553211.8830692
2018-06-09,0.2,5298084001.583041,72235000.98317525
2018-06-10,0.2,5188124542.274455,51331885.07388687
2018-06-11,0.18,4589235759.840144,140182776.98293754
2018-06-12,0.18,4693124923.404409,94615123.95432249
2018-06-13,0.17,4308079122.7975445,85228066.31990448
2018-06-14,0.16,4163909308.490041,107052294.64626159
2018-06-15,0.17,4452004368.039293,204772329.27416345
2018-06-16,0.16,4204186352.25583,76574765.2461011
2018-06-17,0.16,4209403030.2977796,43419330.57645237
2018-06-18,0.16,4153906909.5237308,36508695.43851493
2018-06-19,0.16,5086654525.278563,58000555.61427439
2018-06-20,0.17,5184750085.592651,73982112.71644957
2018-06-21,0.16,5029916911.976811,85641307.72728695
2018-06-22,0.16,4925377663.485355,42401057.602429606
2018-06-23,0.14,4370833793.374682,81070695.97759181
2018-06-24,0.14,4317888876.977662,40640076.43475348
2018-06-25,0.13,4111059349.262947,76993945.57795139
2018-06-26,0.14,4205079139.738666,60914268.91840328
2018-06-27,0.13,3921818752.1440988,33825704.583285004
2018-06-28,0.13,3951459227.5430093,40143616.64135134
2018-06-29,0.12,3718412520.8548293,42471511.56333405
2018-06-30,0.13,3892880584.7507772,70704522.63691038
2018-07-01,0.14,4288143511.2185006,109337178.07661043
2018-07-02,0.14,4402546876.602955,112348377.83276969
2018-07-03,0.15,4778626942.254823,130902702.74070089
2018-07-04,0.15,4662395905.4953165,108874472.99145463
2018-07-05,0.15,4692024005.971024,89312435.47101304
2018-07-06,0.15,4587327957.908843,75502631.23733914
2018-07-07,0.15,4525124870.366038,71050257.75359368
2018-07-08,0.15,4605838463.322896,50678197.15112288
2018-07-09,0.15,4521505439.04668,50052280.22756609
2018-07-10,0.14,4345015501.25221,43350203.387002125
2018-07-11,0.13,4003215315.912768,63780388.6028103
2018-07-12,0.13,4084300999.3319077,51858453.66842318
2018-07-13,0.13,3946518508.2508974,38798934.368141934
2018-07-14,0.14,4268038326.4091306,97185026.1945133
2018-07-15,0.14,4257146957.8588233,56758192.09310758
2018-07-16,0.14,4421974586.6867075,51504850.002047434
2018-07-17,0.16,4962309005.760744,123611130.34070894
2018-07-18,0.17,5318562116.83789,150632561.88003966
2018-07-19,0.18,5577112658.37009,327859302.64698696
2018-07-20,0.18,5632388208.2126875,222316375.21586114
2018-07-21,0.16,5049271290.773079,215935098.36805293
2018-07-22,0.16,5075530346.665262,130500992.65123789
2018-07-23,0.17,5278765373.51275,141054329.93714854
2018-07-24,0.16,5116157841.492552,146409700.63389733
2018-07-25,0.17,5377914223.510212,196859871.40956587
2018-07-26,0.17,5355368115.626089,131393725.00354531
2018-07-27,0.16,5124740103.87938,91064087.24774261
2018-07-28,0.17,5137707971.5831375,104268002.31862088
2018-07-29,0.16,5087340349.048101,50480410.91059892
2018-07-30,0.16,5082041213.514109,48132238.692483574
2018-07-31,0.15,4787010510.186205,74698278.39363481
2018-08-01,0.14,4451112815.662083,99077327.12028484
2018-08-02,0.14,4384646883.748479,90178073.48186134
2018-08-03,0.13,4098027065.024848,76242224.64208187
2018-08-04,0.13,4048256571.6217947,89947943.98501141
2018-08-05,0.13,3949238974.4571247,66524246.4388209
2018-08-06,0.13,4075342898.511921,53162936.65637276
2018-08-07,0.13,4052674327.101942,66660235.96311728
2018-08-08,0.13,3894103015.092145,67821011.04058647
2018-08-09,0.11,3561426307.0146255,100878371.98117897
2018-08-10,0.12,3833261002.315823,117174724.77672382
2018-08-11,0.12,3598744351.4190693,106177876.12407197
2018-08-12,0.11,3457632515.5484295,101671731.1737532
2018-08-13,0.11,3495380643.9154916,64129653.20075746
2018-08-14,0.1,3233907851.4019337,72874925.28251752
2018-08-15,0.09,2942845393.7772417,141265235.71061143
2018-08-16,0.09,2935686756.6636543,107262392.82728326
2018-08-17,0.1,2960108997.307976,57527997.87884952
2018-08-18,0.11,3419659529.4465756,118693524.22822942
2018-08-19,0.1,3100562761.0952353,109323815.31372097
2018-08-20,0.1,3187266160.2708416,54534210.09363542
2018-08-21,0.09,2919270216.9139543,55330631.76562017
2018-08-22,0.09,2952926214.598613,53931658.2448658
2018-08-23,0.09,2797856425.970636,70752219.33720112
2018-08-24,0.09,2872996316.9687214,42398603.84215274
2018-08-25,0.09,2933435848.177201,39339909.76862817
2018-08-26,0.09,2944391514.6778374,34263617.56409678
2018-08-27,0.09,2892182364.4038644,30483200.13459168
2018-08-28,0.1,3132235466.0341716,62948151.71236462
2018-08-29,0.11,3288447631.7808075,91666529.46681893
