id,symbol,name,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
tether,usdt,Tether,Sin Dato,61.54,38.46,284029,3,150,41.416,0.0,10.685,101.651,0.029,0.999572,1.32,0.572521,82804277343,82804277343,8895302246,1.003,0.997353,-0.000543367329225775,82846484080.7792,Sin Dato,82846484080.7792
