id,symbol,name,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
dogecoin,doge,Dogecoin,2013-12-08,51.47,48.53,506073,9,6,65.012,75.114,71.666,66.788,0.01,0.062522,0.731578,8.69e-05,8792116743,8792129242,323451203,0.063774,0.06131,-0.001229949206637049,140689056383.705,Sin Dato,140688856383.705
