id,symbol,name,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
ethereum,eth,Ethereum,2015-07-30,60.84,39.16,1193503,2,2,78.783,97.494,72.746,95.183,0.236,1662.8,4878.26,0.432979,199855712467,199855712467,6915737345,1680.86,1655.85,-13.943900459274346,120215150.7199,Sin Dato,120215150.7199
