id,symbol,name,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
binancecoin,bnb,BNB,2017-07-08,44.14,55.86,642606,4,5,65.446,73.082,61.771,73.073,11.364,209.84,686.31,0.0398177,32280646223,41962113601,645421767,216.21,207.45,-6.141215460596072,153856150.0,200000000.0,153856150.0
