id,symbol,name,country_origin,genesis_date,sentiment_votes_up_percentage,sentiment_votes_down_percentage,watchlist_portfolio_users,market_cap_rank,coingecko_rank,coingecko_score,developer_score,community_score,liquidity_score,public_interest_score,current_price_usd,ath_usd,atl_usd,market_cap_usd,fully_diluted_valuation_usd,total_volume_usd,high_24h_usd,low_24h_usd,price_change_24h_usd,total_supply,max_supply,circulating_supply
polkadot,dot,Polkadot,,Sin Dato,74.47,25.53,513760,12,9,62.064,87.35,44.057,67.345,0.013,4.43,54.98,2.7,5612039457,5970732999,101210452,4.51,4.38,-0.07639818993811077,1347461288.01852,Sin Dato,1266512154.6448
