Date,Open,High,Low,Close,Volume
10/04/2022,112.97,116.09,109.71,111.07,1560720.04
11/04/2022,111.06,111.94,98.1,99.67,3332133.13
12/04/2022,99.64,109.36,98.31,103.22,3527634.19
13/04/2022,103.21,106.04,100.09,104.94,2204306.4
14/04/2022,104.92,107.72,98.77,100.77,2711073.76
15/04/2022,100.77,102.91,99.55,101.31,1384490.37
16/04/2022,101.38,103.5,100.71,102.06,1006216.36
17/04/2022,102.06,105.44,99.62,100.15,1509800.04
18/04/2022,100.15,102.65,94.62,102.33,2751434.83
19/04/2022,102.37,109.0,101.02,108.51,2675360.43
20/04/2022,108.51,110.9,104.25,105.59,2768156.81
21/04/2022,105.58,110.0,99.86,101.78,2671646.36
22/04/2022,101.78,103.55,99.19,100.55,1777613.85
23/04/2022,100.55,102.9,98.31,100.63,1081628.14
24/04/2022,100.63,102.31,98.55,99.23,1064136.15
25/04/2022,99.22,101.59,94.32,100.99,2317293.8
26/04/2022,100.98,101.98,94.61,95.7,1897735.14
27/04/2022,95.7,100.79,94.89,98.36,1833742.63
28/04/2022,98.35,100.55,96.33,98.24,1849394.04
29/04/2022,98.23,98.68,92.35,93.96,1736234.87
30/04/2022,93.96,94.95,81.91,84.63,1829537.27
01/05/2022,84.63,93.12,84.15,89.68,2353897.93
02/05/2022,89.67,90.89,85.1,87.5,1915805.97
03/05/2022,87.49,88.81,84.66,85.86,1562366.45
04/05/2022,85.86,93.06,85.47,92.77,2246070.16
05/05/2022,92.77,95.25,81.32,84.52,3311421.92
06/05/2022,84.52,84.84,79.98,81.68,2607225.81
07/05/2022,81.67,82.33,77.03,78.86,1906773.25
08/05/2022,78.86,79.41,73.69,75.38,2736836.4
09/05/2022,75.39,77.21,61.7,62.16,5846036.682
10/05/2022,62.16,74.03,60.13,66.9,7855041.331
11/05/2022,66.9,68.44,43.17,50.9,11626123.021
12/05/2022,50.9,54.29,37.37,44.64,13635820.465
13/05/2022,44.64,56.99,43.83,48.92,8718594.5
14/05/2022,48.93,53.91,45.81,52.43,5099487.21
15/05/2022,52.43,59.31,49.63,58.83,3885558.77
16/05/2022,58.83,58.83,51.89,53.79,5418221.63
17/05/2022,53.8,58.22,53.04,57.02,4346066.59
18/05/2022,57.01,57.85,49.38,49.93,4470848.03
19/05/2022,49.93,54.09,48.2,52.2,4794335.94
20/05/2022,52.2,53.62,47.81,49.43,4811635.67
21/05/2022,49.42,51.21,48.43,50.31,1969104.94
22/05/2022,50.3,53.2,49.69,52.48,2723718.45
23/05/2022,52.48,54.68,48.61,49.17,4201654.88
24/05/2022,49.17,50.85,47.1,49.67,3645448.65
25/05/2022,49.67,50.55,47.57,47.98,3294918.76
26/05/2022,47.97,48.66,41.69,43.44,7025986.74
27/05/2022,43.44,43.95,39.93,41.17,7547814.8
28/05/2022,41.18,45.08,40.33,44.25,4317517.06
29/05/2022,44.24,45.67,41.79,44.98,4628871.1
30/05/2022,44.98,48.39,44.27,47.22,5476313.14
31/05/2022,47.22,48.24,44.56,45.77,4479536.73
01/06/2022,45.78,46.12,39.51,40.11,4778696.94
02/06/2022,40.11,41.65,38.13,40.85,5153870.27
03/06/2022,40.86,41.54,37.63,38.28,4437324.64
04/06/2022,38.28,39.5,35.71,39.0,3736176.79
05/06/2022,39.02,40.22,37.85,38.52,3618511.38
06/06/2022,38.53,44.87,38.33,42.39,6823258.3
07/06/2022,42.39,42.8,37.12,39.31,7677286.83
08/06/2022,39.32,40.96,38.28,38.83,3988154.3
09/06/2022,38.83,41.97,38.44,39.96,4587327.75
10/06/2022,39.96,40.9,36.8,37.17,4364643.34
11/06/2022,37.17,37.93,33.17,33.93,4638154.317
12/06/2022,33.94,34.5,30.56,30.61,6810748.104
13/06/2022,30.6,31.11,26.05,28.6,13336972.466
14/06/2022,28.59,32.32,25.86,29.59,11437619.27
15/06/2022,29.59,34.86,26.79,34.76,12673444.09
16/06/2022,34.75,36.0,29.52,30.12,10418712.66
17/06/2022,30.12,32.19,29.26,30.71,6274370.5
18/06/2022,30.72,32.06,27.15,32.02,9330644.34
19/06/2022,32.01,35.4,28.68,34.19,9253122.78
20/06/2022,34.19,36.9,31.73,35.24,8218146.8
21/06/2022,35.25,39.19,34.2,36.42,7429098.76
22/06/2022,36.42,36.87,33.65,34.12,6494707.01
23/06/2022,34.13,38.65,33.91,38.15,7002610.45
24/06/2022,38.15,42.92,37.67,41.91,6583046.23
25/06/2022,41.91,42.64,39.73,42.22,4294211.07
26/06/2022,42.22,42.49,39.14,39.39,4024143.84
27/06/2022,39.39,41.25,37.9,38.52,4172937.4
28/06/2022,38.5,39.9,35.02,35.35,5581335.85
29/06/2022,35.34,36.12,33.1,34.05,5755278.44
30/06/2022,34.06,34.2,30.92,33.76,5337105.46
01/07/2022,33.76,35.4,31.82,32.84,6155756.76
02/07/2022,32.85,34.14,31.87,33.36,2740500.19
03/07/2022,33.36,33.77,32.14,33.39,2394572.39
04/07/2022,33.4,36.94,32.45,36.71,4064615.13
05/07/2022,36.71,36.99,33.03,35.4,6098472.04
06/07/2022,35.41,37.65,34.8,37.04,5298552.9
07/07/2022,37.04,39.29,36.39,38.46,4091777.28
08/07/2022,38.46,39.72,36.46,38.12,5277992.76
09/07/2022,38.12,38.95,37.77,38.06,2088073.86
10/07/2022,38.06,38.14,36.26,36.71,2181587.6
11/07/2022,36.71,36.73,33.24,33.42,2927967.37
12/07/2022,33.42,34.61,32.6,32.68,3202970.4
13/07/2022,32.69,35.08,31.82,34.94,4798032.13
14/07/2022,34.94,37.31,33.58,37.15,5214767.02
15/07/2022,37.14,39.1,36.49,37.36,4440629.04
16/07/2022,37.36,40.41,36.35,39.58,3945225.2
17/07/2022,39.59,41.09,38.29,38.62,3795951.41
18/07/2022,38.61,44.07,38.55,43.52,6300282.95
19/07/2022,43.52,47.36,42.54,44.87,7876651.82
20/07/2022,44.87,46.3,41.24,42.04,6380441.74
21/07/2022,42.03,44.24,39.64,43.11,6134099.29
22/07/2022,43.1,44.33,40.03,40.54,4495729.55
23/07/2022,40.54,41.91,38.6,39.97,3421971.49
24/07/2022,39.97,42.1,39.47,40.93,3327219.47
25/07/2022,40.93,41.09,36.56,36.65,4237919.99
26/07/2022,36.66,36.84,34.67,36.25,4496178.57
27/07/2022,36.26,40.55,35.68,40.23,5860676.17
28/07/2022,40.23,44.15,39.03,42.91,6754342.15
29/07/2022,42.92,44.42,41.13,41.91,4949319.15
30/07/2022,41.92,46.65,41.41,43.84,5388479.3
31/07/2022,43.84,45.21,42.22,42.35,3287571.37
01/08/2022,42.34,43.26,40.57,41.65,3302835.44
02/08/2022,41.65,42.45,39.5,39.79,3598240.96
03/08/2022,39.78,40.99,37.43,38.54,8391441.54
04/08/2022,38.54,39.85,37.96,38.83,4151096.9
05/08/2022,38.83,41.33,38.71,40.55,3510687.91
06/08/2022,40.55,40.89,39.85,40.07,1600652.0
07/08/2022,40.07,41.57,39.21,40.6,1745897.7
08/08/2022,40.6,43.71,40.55,42.18,3823749.6
09/08/2022,42.17,42.76,39.73,40.33,2832475.74
10/08/2022,40.34,42.87,39.15,42.47,4467794.94
11/08/2022,42.47,45.32,42.34,42.77,5808859.44
12/08/2022,42.78,45.49,42.12,45.48,3376989.68
13/08/2022,45.49,48.38,45.27,46.6,4706648.94
14/08/2022,46.59,48.06,44.46,44.87,3476179.16
15/08/2022,44.86,47.24,42.75,43.72,4145114.74
16/08/2022,43.72,44.31,42.53,43.08,3604735.73
17/08/2022,43.08,44.75,40.18,40.54,4207333.0
18/08/2022,40.54,41.67,39.31,39.52,2839363.98
19/08/2022,39.51,39.59,35.25,35.81,6209609.03
20/08/2022,35.82,37.27,34.21,35.28,3873077.48
21/08/2022,35.28,37.09,34.51,36.47,3184917.72
22/08/2022,36.48,36.56,33.73,35.41,3740448.14
23/08/2022,35.42,36.11,34.24,35.68,2736678.36
24/08/2022,35.69,36.4,34.31,34.89,2588768.41
25/08/2022,34.9,36.49,34.87,35.27,2472099.5
26/08/2022,35.26,35.79,31.36,31.72,5268727.97
27/08/2022,31.72,32.25,30.86,31.53,3025394.15
28/08/2022,31.53,32.21,30.19,30.44,2245087.33
29/08/2022,30.43,32.64,30.0,32.42,3758900.71
30/08/2022,32.42,33.16,30.64,31.47,3466845.37
31/08/2022,31.47,32.95,31.18,31.5,2705795.29
01/09/2022,31.49,31.79,30.44,31.61,2304167.56
02/09/2022,31.61,32.38,30.76,31.23,2327194.21
03/09/2022,31.23,31.29,30.8,31.12,773414.2
04/09/2022,31.11,32.2,31.02,32.16,1302960.75
05/09/2022,32.17,32.5,31.15,32.18,1545295.72
06/09/2022,32.17,33.9,30.44,30.88,4663061.68
07/09/2022,30.88,32.94,30.31,32.69,2516005.51
08/09/2022,32.7,33.98,31.97,33.61,3062370.54
09/09/2022,33.62,35.96,33.59,34.67,3748304.0
10/09/2022,34.68,35.41,34.27,35.03,1977630.96
11/09/2022,35.04,36.0,34.04,34.99,1999936.19
12/09/2022,34.99,38.39,34.4,37.44,5186842.63
13/09/2022,37.44,39.01,32.93,33.0,6401715.44
14/09/2022,33.0,34.35,32.67,34.12,3170484.22
15/09/2022,34.12,34.84,32.42,33.07,3696318.23
16/09/2022,33.08,33.26,31.5,32.25,2180222.56
17/09/2022,32.25,33.89,32.23,33.68,1414903.11
18/09/2022,33.69,33.99,30.86,31.1,2299068.39
19/09/2022,31.1,33.08,30.5,32.62,3503472.34
20/09/2022,32.63,32.88,31.29,31.41,2558791.65
21/09/2022,31.42,33.48,30.01,30.65,4545539.08
22/09/2022,30.65,32.87,30.59,32.43,2975325.9
23/09/2022,32.43,33.98,31.2,33.66,3481076.73
24/09/2022,33.67,34.79,33.14,33.38,3102314.35
25/09/2022,33.39,34.05,31.87,32.34,1838509.33
26/09/2022,32.33,33.95,31.87,33.88,3284142.93
27/09/2022,33.89,35.41,32.08,32.69,4411114.63
28/09/2022,32.68,33.81,31.65,33.22,3091106.5
29/09/2022,33.23,34.42,32.65,33.93,2735381.21
30/09/2022,33.94,35.22,32.62,33.25,4264290.42
01/10/2022,33.25,33.25,32.34,32.44,1458835.24
02/10/2022,32.44,33.0,31.9,32.06,1472849.24
03/10/2022,32.06,33.27,31.73,32.89,1890470.2
04/10/2022,32.9,34.4,32.84,34.09,1949740.88
05/10/2022,34.1,34.37,33.18,34.04,1777550.81
06/10/2022,34.04,34.5,33.23,33.36,1799751.22
07/10/2022,33.35,33.76,32.43,32.98,1963117.82
08/10/2022,32.98,33.08,32.35,32.58,785559.59
09/10/2022,32.57,33.14,32.44,32.92,883235.74
10/10/2022,32.92,33.46,31.88,31.96,1554680.4
11/10/2022,31.95,31.96,30.42,30.8,1923666.97
12/10/2022,30.8,31.55,30.67,31.16,1048211.96
13/10/2022,31.15,31.21,27.87,30.49,4402648.71
14/10/2022,30.48,31.98,29.62,30.0,2384103.67
15/10/2022,30.0,30.2,29.42,29.59,1009243.59
16/10/2022,29.59,30.53,29.56,30.17,934949.4
17/10/2022,30.16,31.29,29.84,31.21,1694429.96
18/10/2022,31.22,31.48,29.73,30.15,1966281.14
19/10/2022,30.14,30.26,28.61,28.86,1713727.76
20/10/2022,28.86,29.47,27.98,28.01,2379315.87
21/10/2022,28.01,28.28,26.84,28.1,3208878.96
22/10/2022,28.1,28.22,27.48,28.01,1333382.63
23/10/2022,28.01,29.44,27.73,29.28,2150824.0
24/10/2022,29.28,29.5,28.16,28.3,2525864.52
25/10/2022,28.31,32.31,28.05,30.86,4389638.87
26/10/2022,30.87,32.17,30.63,31.29,3909684.74
27/10/2022,31.29,32.36,30.41,30.58,3608322.35
28/10/2022,30.6,32.54,30.11,32.07,3017472.57
29/10/2022,32.06,33.84,31.85,32.87,3316674.09
30/10/2022,32.87,33.54,31.93,32.94,1962511.76
31/10/2022,32.93,34.39,32.2,32.56,3082485.07
01/11/2022,32.57,33.39,32.15,32.2,2015730.52
02/11/2022,32.2,32.95,30.24,30.8,3423829.13
03/11/2022,30.81,32.25,30.61,30.85,2302866.46
04/11/2022,30.86,34.2,30.66,33.74,4106770.6
05/11/2022,33.73,38.79,33.66,36.9,7466083.52
06/11/2022,36.9,37.06,32.31,32.62,4722074.05
07/11/2022,32.61,33.13,28.0,29.62,9810937.64
08/11/2022,29.62,31.72,19.8,24.38,28156844.019
09/11/2022,24.38,24.38,12.37,14.08,34965021.076
10/11/2022,14.08,18.87,13.14,17.66,31278279.25
11/11/2022,17.65,18.31,15.1,16.45,16952323.15
12/11/2022,16.46,16.53,14.47,14.58,6958266.14
13/11/2022,14.58,14.74,13.02,13.18,7632404.82
14/11/2022,13.18,15.01,12.07,14.0,12412181.95
15/11/2022,14.0,15.1,13.82,14.32,7666656.34
16/11/2022,14.32,14.64,13.64,14.27,4117412.48
17/11/2022,14.27,14.5,12.93,13.65,6589277.99
18/11/2022,13.65,13.89,13.0,13.27,2949495.18
19/11/2022,13.28,13.28,12.58,12.84,2920148.22
20/11/2022,12.84,13.58,12.1,12.27,4790066.03
21/11/2022,12.26,12.29,11.27,11.83,4921177.259
22/11/2022,11.83,12.5,10.94,12.44,5495351.55
23/11/2022,12.43,14.5,12.4,14.36,7872882.42
24/11/2022,14.36,14.96,13.84,14.59,4725295.69
25/11/2022,14.6,14.61,13.91,14.03,2819515.28
26/11/2022,14.03,14.98,13.97,14.17,2911827.78
27/11/2022,14.17,14.45,14.05,14.12,2063327.08
28/11/2022,14.11,14.17,12.78,13.32,4718682.44
